well_id,descricao,de_m,para_m
PW_061,Fm Piramboia Inf,288.711273193359,300.5
PW_062,Fm Serra Geral,0.0,48.99365234375
PW_062,Fm Botucatu,48.99365234375,116.063842773438
PW_062,Fm Guará Sup,116.063842773438,137.486358642578
PW_062,Fm Guará Inf,137.486358642578,177.334075927734
PW_062,Fm Piramboia Sup,177.334075927734,235.273834228516
PW_062,Fm Piramboia Inf,235.273834228516,237.650146484375
PW_062,Diabásio,237.650146484375,239.286804199219
PW_062,Fm Piramboia Inf,239.286804199219,241.16
PW_063,Fm Serra Geral,0.0,91.452880859375
PW_063,Fm Botucatu,91.452880859375,151.198577880859
PW_063,Fm Guará Inf,151.198577880859,158.212371826172
PW_063,Fm Piramboia Sup,158.212371826172,215.328216552734
PW_063,Fm Piramboia Inf,215.328216552734,236.76
PW_064,Fm Serra Geral,0.0,174.210845947266
PW_064,Fm Botucatu,174.210845947266,254.079467773438
PW_064,Fm Guará Sup,254.079467773438,289.506561279297
PW_064,Fm Guará Inf,289.506561279297,312.833129882812
PW_064,Fm Piramboia Sup,312.833129882812,334.97
PW_065,Fm Serra Geral,0.0,96.38330078125
PW_065,Fm Botucatu,96.38330078125,193.632507324219
PW_065,Fm Guará Sup,193.632507324219,223.585876464844
PW_065,Fm Guará Inf,223.585876464844,249.287872314453
PW_065,Fm Piramboia Sup,249.287872314453,304.32356262207
PW_065,Fm Piramboia Inf,304.32356262207,322.21
PW_066,Fm Botucatu,0.0,92.119384765625
PW_066,Fm Guará Sup,92.119384765625,117.862731933594
PW_066,Fm Guará Inf,117.862731933594,149.712860107422
PW_066,Fm Piramboia Sup,149.712860107422,218.119567871094
PW_066,Fm Piramboia Inf,218.119567871094,279.23
PW_067,Fm Serra Geral,0.0,102.003173828125
PW_067,Fm Botucatu,102.003173828125,199.278472900391
PW_067,Fm Guará Sup,199.278472900391,219.323455810547
PW_067,Fm Guará Inf,219.323455810547,247.643402099609
PW_067,Fm Piramboia Sup,247.643402099609,284.782775878906
PW_067,Fm Piramboia Inf,284.782775878906,302.5
PW_068,Fm Serra Geral,0.0,65.7537841796875
PW_068,Fm Botucatu,65.7537841796875,174.911651611328
PW_068,Fm Piramboia Sup,174.911651611328,191.553253173828
PW_068,Fm Piramboia Inf,191.553253173828,241.351226806641
PW_068,Diabásio,241.351226806641,242.457611083984
PW_068,Fm Piramboia Inf,242.457611083984,242.5
PW_069,Fm Serra Geral,0.0,157.341217041016
PW_069,Fm Botucatu,157.341217041016,260.006378173828
PW_069,Fm Guará Sup,260.006378173828,294.203002929688
PW_069,Fm Guará Inf,294.203002929688,312.666137695312
PW_069,Fm Piramboia Sup,312.666137695312,364.83366394043
PW_069,Fm Piramboia Inf,364.83366394043,370.5
PW_070,Fm Serra Geral,0.0,131.398559570312
PW_070,Fm Botucatu,131.398559570312,201.158142089844
PW_070,Fm Guará Sup,201.158142089844,233.041198730469
PW_070,Fm Guará Inf,233.041198730469,263.817047119141
PW_070,Fm Piramboia Sup,263.817047119141,296.032104492188
PW_070,Fm Piramboia Inf,296.032104492188,297.1982421875
PW_070,Diabásio,297.1982421875,303.452697753906
PW_070,Fm Piramboia Inf,303.452697753906,348.0
PW_071,Fm Botucatu,0.0,104.235565185547
PW_071,Fm Guará Sup,104.235565185547,120.033782958984
PW_071,Fm Guará Inf,120.033782958984,160.049346923828
PW_071,Fm Piramboia Sup,160.049346923828,231.970672607422
PW_071,Fm Piramboia Inf,231.970672607422,235.0
PW_072,Fm Serra Geral,0.0,99.5215759277344
PW_072,Fm Botucatu,99.5215759277344,211.809936523438
PW_072,Fm Guará Inf,211.809936523438,221.435333251953
PW_072,Fm Piramboia Sup,221.435333251953,282.917602539062
PW_072,Diabásio,282.917602539062,285.1181640625
PW_072,Fm Piramboia Inf,285.1181640625,287.47
PW_073,Fm Serra Geral,0.0,109.284729003906
PW_073,Fm Botucatu,109.284729003906,232.465118408203
PW_073,Fm Guará Sup,232.465118408203,262.224456787109
PW_073,Fm Guará Inf,262.224456787109,290.162872314453
PW_073,Fm Piramboia Sup,290.162872314453,294.457763671875
PW_073,Diabásio,294.457763671875,301.54833984375
PW_073,Fm Piramboia Sup,301.54833984375,344.39
PW_074,Fm Serra Geral,0.0,80.6455383300781
PW_074,Fm Botucatu,80.6455383300781,151.941741943359
PW_074,Fm Guará Sup,151.941741943359,180.621154785156
PW_074,Fm Guará Inf,180.621154785156,205.778472900391
PW_074,Fm Piramboia Sup,205.778472900391,252.140838623047
PW_074,Fm Piramboia Inf,252.140838623047,277.0
PW_075,Fm Serra Geral,0.0,106.120361328125
PW_075,Fm Botucatu,106.120361328125,214.281188964844
PW_075,Fm Guará Sup,214.281188964844,244.492034912109
PW_075,Fm Guará Inf,244.492034912109,281.670989990234
PW_075,Fm Piramboia Sup,281.670989990234,326.159423828125
PW_075,Fm Piramboia Inf,326.159423828125,347.12
PW_076,Fm Serra Geral,0.0,57.3986206054688
PW_076,Fm Botucatu,57.3986206054688,175.387603759766
PW_076,Fm Guará Sup,175.387603759766,188.221405029297
PW_076,Fm Guará Inf,188.221405029297,227.803375244141
PW_076,Fm Piramboia Sup,227.803375244141,298.0
PW_077,Fm Botucatu,0.0,92.4303588867188
PW_077,Fm Guará Sup,92.4303588867188,103.010437011719
PW_077,Fm Guará Inf,103.010437011719,125.026428222656
PW_077,Fm Piramboia Sup,125.026428222656,170.885437011719
PW_077,Fm Piramboia Inf,170.885437011719,203.0
PW_078,Fm Serra Geral,0.0,28.5753784179688
PW_078,Fm Botucatu,28.5753784179688,142.480651855469
PW_078,Fm Guará Sup,142.480651855469,156.601104736328
PW_078,Fm Guará Inf,156.601104736328,183.488372802734
PW_078,Fm Piramboia Sup,183.488372802734,225.052612304688
PW_078,Fm Piramboia Inf,225.052612304688,260.0
PW_079,Fm Botucatu,0.0,93.7834167480469
PW_079,Fm Guará Sup,93.7834167480469,108.350311279297
PW_079,Fm Guará Inf,108.350311279297,134.623596191406
PW_079,Fm Piramboia Sup,134.623596191406,150.85107421875
PW_079,Fm Piramboia Inf,150.85107421875,164.1171875
PW_079,Diabásio,164.1171875,194.06201171875
PW_079,Fm Piramboia Inf,194.06201171875,199.25
PW_080,Fm Botucatu,0.0,96.1728515625
PW_080,Fm Guará Sup,96.1728515625,123.264007568359
PW_080,Fm Guará Inf,123.264007568359,177.578674316406
PW_080,Fm Piramboia Sup,177.578674316406,230.781463623047
PW_080,Fm Piramboia Inf,230.781463623047,286.0
PW_081,Fm Serra Geral,0.0,244.404479980469
PW_081,Fm Botucatu,244.404479980469,351.446197509766
PW_081,Fm Guará Sup,351.446197509766,376.918182373047
PW_081,Fm Piramboia Sup,376.918182373047,465.090576171875
PW_081,Fm Piramboia Inf,465.090576171875,548.36
PW_082,Fm Serra Geral,0.0,153.575347900391
PW_082,Fm Botucatu,153.575347900391,253.773193359375
PW_082,Fm Guará Inf,253.773193359375,262.569000244141
PW_082,Fm Piramboia Sup,262.569000244141,304.617309570312
PW_082,Fm Piramboia Inf,304.617309570312,350.0
